container_index,schema,Table Name,Table Description,,Elaborated Table Description,Column #,prefix,Field,Field Description,report,category,Data Type,Length,Decimals,Nullable,Edit Type,Elaborated Field Description
1,920,F00023,Distributed Next Number Table,,"Advanced next number management for distributed/multi-server JDE environments. Extends F0002/F00021 with dual number ranges, allotment blocks (claimed per server), remaining counts, warning levels, and enable/disable flag. Prevents number collisions when multiple application servers generate document numbers simultaneously.",19,DN,DNAUR,Auto-Reset Next Numbers,CRM Foundation,System Tables,Numeric,8,0,Y,Generic Edit,"Controls whether the distributed number sequence automatically resets at the beginning of a new fiscal year, restarting document numbering from a defined starting value."
1,920,F00023,Distributed Next Number Table,,"Advanced next number management for distributed/multi-server JDE environments. Extends F0002/F00021 with dual number ranges, allotment blocks (claimed per server), remaining counts, warning levels, and enable/disable flag. Prevents number collisions when multiple application servers generate document numbers simultaneously.",20,DN,DNIMB,Imbed Digits,CRM Foundation,System Tables,Character,1,0,Y,UDC (H00 IM),"Flag indicating whether the fiscal year or period digits should be embedded within the generated document number, making numbers self-descriptive without additional lookups."
1,920,F00023,Distributed Next Number Table,,"Advanced next number management for distributed/multi-server JDE environments. Extends F0002/F00021 with dual number ranges, allotment blocks (claimed per server), remaining counts, warning levels, and enable/disable flag. Prevents number collisions when multiple application servers generate document numbers simultaneously.",21,DN,DNCK01,Check Digit 01,CRM Foundation,System Tables,Character,1,0,Y,Generic Edit,Enables check digit calculation for this distributed sequence. The generated document number will include a validation digit to help detect data entry or transmission errors.
1,920,F00023,Distributed Next Number Table,,"Advanced next number management for distributed/multi-server JDE environments. Extends F0002/F00021 with dual number ranges, allotment blocks (claimed per server), remaining counts, warning levels, and enable/disable flag. Prevents number collisions when multiple application servers generate document numbers simultaneously.",22,DN,DNSEQ,Sequence Number,CRM Foundation,System Tables,Numeric,6,0,Y,Generic Edit,"An internal sequence number to uniquely order or rank multiple distributed next number records that share the same company, document type, and fiscal year combination."
1,920,F00023,Distributed Next Number Table,,"Advanced next number management for distributed/multi-server JDE environments. Extends F0002/F00021 with dual number ranges, allotment blocks (claimed per server), remaining counts, warning levels, and enable/disable flag. Prevents number collisions when multiple application servers generate document numbers simultaneously.",23,DN,DNENAB,Enabled Y/N,CRM Foundation,System Tables,Character,1,0,Y,Generic Edit,A Y/N flag indicating whether this distributed next number record is active and available for use. Setting to 'N' disables the sequence without deleting the configuration.
1,920,F00023,Distributed Next Number Table,,"Advanced next number management for distributed/multi-server JDE environments. Extends F0002/F00021 with dual number ranges, allotment blocks (claimed per server), remaining counts, warning levels, and enable/disable flag. Prevents number collisions when multiple application servers generate document numbers simultaneously.",24,DN,DNWLVL,Warning Level,CRM Foundation,System Tables,Numeric,15,0,Y,Generic Edit,"A threshold value representing the minimum remaining number count that triggers a warning. When remaining numbers in a range drop below this level, administrators are alerted to re-allot."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",1,MC,MCMCU,Business Unit,General Accounting,Business Data,String,12,0,Y,Generic Edit,"The unique alphanumeric code identifying a Business Unit (cost center, department, project, branch, etc.) within JDE. This is the primary key used throughout all JDE modules to associate transactions with an organizational unit."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",2,MC,MCSTYL,Business Unit Type,General Accounting,Business Data,String,2,0,Y,UDC (00 MC),"A two-character UDC (User Defined Code) that classifies the type of business unit (e.g., 'P' for Project, 'J' for Job, 'B' for Branch). Controls how JDE processes and reports on this unit."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",3,MC,MCDC,Description - Compressed,General Accounting,Business Data,String,40,0,Y,Generic Edit,"A 40-character compressed (searchable) description of the Business Unit. Used in lookup windows and reports to provide a concise, searchable name for the organizational unit."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",4,MC,MCLDM,Level of Detail - Business Unit,General Accounting,Business Data,Character,1,0,Y,UDC (H00 LD),A single character (1–9) representing the level of detail at which this Business Unit sits in the organizational hierarchy. Lower numbers indicate higher summary levels; higher numbers indicate more detailed/leaf-level units.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",5,MC,MCCO,Company,General Accounting,Business Data,String,5,0,Y,Generic Edit,The JDE Company code that this Business Unit belongs to. Links the cost center or department to its parent legal entity for financial reporting and consolidation purposes.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",6,MC,MCAN8,Address Number,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,"The Address Book Number (AN8) of the primary address associated with this Business Unit. Links to the F0101 Address Book Master for contact, location, and demographic information."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",7,MC,MCAN8O,Address Number - Job A/R,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,The Address Book Number used specifically for Accounts Receivable job billing purposes. Identifies the customer or entity to whom job-related invoices should be sent.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",8,MC,MCCNTY,County,General Accounting,Business Data,String,3,0,Y,UDC (00 CT),The county code where this Business Unit is physically located. Used for tax jurisdiction determination and geographic reporting.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",9,MC,MCADDS,State,General Accounting,Business Data,String,3,0,Y,UDC (00 S),"The state or province code where this Business Unit operates. Used in tax calculations, regulatory reporting, and geographic classification."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",10,MC,MCFMOD,Model Accounts and Consolidation Flag,General Accounting,Business Data,Character,1,0,Y,UDC (H09 MD),A flag indicating whether this Business Unit is used as a model for account creation or consolidation. Model business units serve as templates when setting up new cost centers.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",11,MC,MCDL01,Description,General Accounting,Business Data,String,30,0,Y,Generic Edit,The primary long description (30 characters) for the Business Unit. Used in printed reports and detailed inquiries where more descriptive text is needed beyond the compressed description.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",12,MC,MCDL02,Description 02,General Accounting,Business Data,String,30,0,Y,Generic Edit,"A second 30-character description line for the Business Unit. Provides additional descriptive text, such as a subtitle or alternate name."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",13,MC,MCDL03,Description 03,General Accounting,Business Data,String,30,0,Y,Generic Edit,"A third 30-character description line. Often used for additional context like a project subtitle, address line, or notes."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",14,MC,MCDL04,Description 04,General Accounting,Business Data,String,30,0,Y,Generic Edit,A fourth 30-character description line. Available for further supplemental information about the Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",15,MC,MCRP01,Division,General Accounting,Business Data,String,3,0,Y,UDC (00 01),"User-defined category code for Division classification. Allows organizations to group Business Units by division for reporting and analysis (e.g., 'WEST', 'EAST')."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",16,MC,MCRP02,Region,General Accounting,Business Data,String,3,0,Y,UDC (00 02),User-defined category code for Region. Groups Business Units by geographic or operational region for cross-divisional reporting.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",17,MC,MCRP03,Group,General Accounting,Business Data,String,3,0,Y,UDC (00 03),User-defined category code for Group classification. Used to associate Business Units with operational or functional groups.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",18,MC,MCRP04,Branch Office,General Accounting,Business Data,String,3,0,Y,UDC (00 04),User-defined category code for Branch Office. Identifies which branch or office location a Business Unit belongs to.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",19,MC,MCRP05,Department Type,General Accounting,Business Data,String,3,0,Y,UDC (00 05),"User-defined category code for Department Type. Classifies the Business Unit by its functional department category (e.g., Finance, Operations, HR)."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",20,MC,MCRP06,Person Responsible,General Accounting,Business Data,String,3,0,Y,UDC (00 06),User-defined category code identifying the Person Responsible for this Business Unit. Typically stores a manager or owner code.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",21,MC,MCRP07,Line of Business,General Accounting,Business Data,String,3,0,Y,UDC (00 07),User-defined category code for Line of Business. Groups Business Units by the type of business activity or product line they support.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",22,MC,MCRP08,Category Code - Business Unit 08,General Accounting,Business Data,String,3,0,Y,UDC (00 08),General-purpose user-defined category code 08 for custom Business Unit classification. Organizations define their own values and meaning for this field.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",23,MC,MCRP09,Category Code - Business Unit 09,General Accounting,Business Data,String,3,0,Y,UDC (00 09),General-purpose user-defined category code 09 for additional custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",24,MC,MCRP10,Category Code - Business Unit 10,General Accounting,Business Data,String,3,0,Y,UDC (00 10),General-purpose user-defined category code 10 for custom Business Unit reporting and grouping.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",25,MC,MCRP11,Category Code - Business Unit 11,General Accounting,Business Data,String,3,0,Y,UDC (00 11),General-purpose user-defined category code 11 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",26,MC,MCRP12,Category Code - Business Unit 12,General Accounting,Business Data,String,3,0,Y,UDC (00 12),General-purpose user-defined category code 12 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",27,MC,MCRP13,Category Code - Business Unit 13,General Accounting,Business Data,String,3,0,Y,UDC (00 13),General-purpose user-defined category code 13 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",28,MC,MCRP14,Category Code - Business Unit 14,General Accounting,Business Data,String,3,0,Y,UDC (00 14),General-purpose user-defined category code 14 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",29,MC,MCRP15,Category Code - Business Unit 15,General Accounting,Business Data,String,3,0,Y,UDC (00 15),General-purpose user-defined category code 15 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",30,MC,MCRP16,Category Code - Business Unit 16,General Accounting,Business Data,String,3,0,Y,UDC (00 16),General-purpose user-defined category code 16 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",31,MC,MCRP17,Category Code - Business Unit 17,General Accounting,Business Data,String,3,0,Y,UDC (00 17),General-purpose user-defined category code 17 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",32,MC,MCRP18,Category Code - Business Unit 18,General Accounting,Business Data,String,3,0,Y,UDC (00 18),General-purpose user-defined category code 18 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",33,MC,MCRP19,Category Code - Business Unit 19,General Accounting,Business Data,String,3,0,Y,UDC (00 19),General-purpose user-defined category code 19 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",34,MC,MCRP20,Category Code - Business Unit 20,General Accounting,Business Data,String,3,0,Y,UDC (00 20),General-purpose user-defined category code 20 for Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",35,MC,MCRP21,Category Code - Business Unit 21,General Accounting,Business Data,String,10,0,Y,UDC (00 21),"Extended user-defined category code 21 (10-character) for additional Business Unit attributes, allowing more detailed classification values."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",36,MC,MCRP22,Category Code - Business Unit 22,General Accounting,Business Data,String,10,0,Y,UDC (00 22),Extended user-defined category code 22 (10-character) for custom Business Unit classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",37,MC,MCRP23,Category Code - Business Unit 23,General Accounting,Business Data,String,10,0,Y,UDC (00 23),Extended user-defined category code 23 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",38,MC,MCRP24,Category Code - Business Unit 24,General Accounting,Business Data,String,10,0,Y,UDC (00 24),Extended user-defined category code 24 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",39,MC,MCRP25,Category Code - Business Unit 25,General Accounting,Business Data,String,10,0,Y,UDC (00 25),Extended user-defined category code 25 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",40,MC,MCRP26,Category Code - Business Unit 26,General Accounting,Business Data,String,10,0,Y,UDC (00 26),Extended user-defined category code 26 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",41,MC,MCRP27,Category Code - Business Unit 27,General Accounting,Business Data,String,10,0,Y,UDC (00 27),Extended user-defined category code 27 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",42,MC,MCRP28,Category Code - Business Unit 28,General Accounting,Business Data,String,10,0,Y,UDC (00 28),Extended user-defined category code 28 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",43,MC,MCRP29,Category Code - Business Unit 29,General Accounting,Business Data,String,10,0,Y,UDC (00 29),Extended user-defined category code 29 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",44,MC,MCRP30,Category Code - Business Unit 30,General Accounting,Business Data,String,10,0,Y,UDC (00 30),Extended user-defined category code 30 (10-character) for custom classification.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",45,MC,MCTA,Tax Area,General Accounting,Business Data,String,10,0,Y,UDC (),"The tax area code assigned to this Business Unit. Determines the geographic tax jurisdiction used to calculate sales, use, or VAT taxes for transactions posted to this unit."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",46,MC,MCTXJS,Tax Entity,General Accounting,Business Data,Numeric,8,0,Y,Generic Edit,The Address Book number of the tax authority or tax entity responsible for this Business Unit. Used in tax reporting to identify the relevant taxing jurisdiction.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",47,MC,MCTXA1,Tax Rate/Area,General Accounting,Business Data,String,10,0,Y,Generic Edit,The tax rate/area code that specifies the applicable tax rates for this Business Unit. Links to the tax rate table to determine the exact percentage or amount to apply.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",48,MC,MCEXR1,Tax Expl Code 1,General Accounting,Business Data,String,2,0,Y,UDC (00 EX),"A two-character tax explanation code that defines how taxes are calculated and accounted for (e.g., 'E' for Exempt, 'S' for Sales Tax). Controls the tax accounting behavior."
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",49,MC,MCTC01,Tax/Deduction Codes 01,General Accounting,Business Data,String,4,0,Y,Generic Edit,The first tax or deduction code applicable to this Business Unit. Used in payroll and tax processing to determine which deductions or tax rules apply.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",50,MC,MCTC02,Tax/Deduction Codes 02,General Accounting,Business Data,String,4,0,Y,Generic Edit,The second tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",51,MC,MCTC03,Tax/Deduction Codes 03,General Accounting,Business Data,String,4,0,Y,Generic Edit,The third tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",52,MC,MCTC04,Tax/Deduction Codes 04,General Accounting,Business Data,String,4,0,Y,Generic Edit,The fourth tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",53,MC,MCTC05,Tax/Deduction Codes 05,General Accounting,Business Data,String,4,0,Y,Generic Edit,The fifth tax or deduction code for this Business Unit.
1,920,F0006,Business Unit Master,,"The core organizational structure table in JDE EnterpriseOne. Every cost center, department, project, branch, or company subdivision is defined here as a Business Unit. Contains identity fields, address/tax information, 50 category codes for custom classification, project/job dates and cost fields, labor and burden distribution settings, and full audit trail fields. One of the most referenced tables across all JDE modules.",54,MC,MCTC06,Tax/Deduction Codes 06,General Accounting,Business Data,String,4,0,Y,Generic Edit,The sixth tax or deduction code for this Business Unit.
